course_name,day_num,unit_num,unit_descr,lesson_num,lesson_descr,std_num,std_descr,date,term_id,term_name
Python I Programming Honors,34,6,Functions and Exceptions,3,,0,,2024-10-15,20240826,Fall 2024
Python I Programming Honors,35,6,Functions and Exceptions,4,,0,,2024-10-16,20240826,Fall 2024
Python I Programming Honors,36,6,Functions and Exceptions,5,,0,,2024-10-17,20240826,Fall 2024
Python I Programming Honors,37,6,Functions and Exceptions,6,,0,,2024-10-18,20240826,Fall 2024
Python I Programming Honors,38,6,Functions and Exceptions,7,,0,,2024-10-21,20240826,Fall 2024
Python I Programming Honors,39,6,Functions and Exceptions,8,,0,,2024-10-22,20240826,Fall 2024
Python I Programming Honors,40,-1,Midterm Review & Exam,1,,0,,2024-10-23,20240826,Fall 2024
Python I Programming Honors,41,-1,Midterm Review & Exam,2,,0,,2024-10-24,20240826,Fall 2024
Python I Programming Honors,42,-1,Midterm Review & Exam,3,,0,,2024-10-25,20240826,Fall 2024
Python I Programming Honors,43,-1,Midterm Review & Exam,4,,0,,2024-10-28,20240826,Fall 2024
Python I Programming Honors,44,-1,Midterm Review & Exam,5,,0,,2024-10-29,20240826,Fall 2024
Python I Programming Honors,45,-1,Midterm Review & Exam,6,,0,,2024-10-30,20240826,Fall 2024
Python I Programming Honors,46,-1,Midterm Review & Exam,7,,0,,2024-10-31,20240826,Fall 2024
Python I Programming Honors,47,-1,Midterm Review & Exam,8,,0,,2024-11-01,20240826,Fall 2024
Python I Programming Honors,48,7,Strings,1,,0,,2024-11-06,20240826,Fall 2024
Python I Programming Honors,49,7,Strings,2,,0,,2024-11-07,20240826,Fall 2024
Python I Programming Honors,50,7,Strings,3,,0,,2024-11-08,20240826,Fall 2024
Python I Programming Honors,51,7,Strings,4,,0,,2024-11-12,20240826,Fall 2024
Python I Programming Honors,52,7,Strings,5,,0,,2024-11-13,20240826,Fall 2024
Python I Programming Honors,53,7,Strings,6,,0,,2024-11-14,20240826,Fall 2024
Python I Programming Honors,54,7,Strings,7,,0,,2024-11-15,20240826,Fall 2024
Python I Programming Honors,55,8,Data Structures,1,,0,,2024-11-18,20240826,Fall 2024
Python I Programming Honors,56,8,Data Structures,2,,0,,2024-11-19,20240826,Fall 2024
Python I Programming Honors,57,8,Data Structures,3,,0,,2024-11-20,20240826,Fall 2024
Python I Programming Honors,58,8,Data Structures,4,,0,,2024-11-21,20240826,Fall 2024
Python I Programming Honors,59,8,Data Structures,5,,0,,2024-11-22,20240826,Fall 2024
Python I Programming Honors,60,8,Data Structures,6,,0,,2024-11-25,20240826,Fall 2024
Python I Programming Honors,61,8,Data Structures,7,,0,,2024-11-26,20240826,Fall 2024
Python I Programming Honors,62,8,Data Structures,8,,0,,2024-12-02,20240826,Fall 2024
Python I Programming Honors,63,8,Data Structures,9,,0,,2024-12-03,20240826,Fall 2024
Python I Programming Honors,64,9,Text Files,1,CodeHS 15.1,0,,2024-12-04,20240826,Fall 2024
Python I Programming Honors,65,9,Text Files,2,CodeHS 15.2,0,,2024-12-05,20240826,Fall 2024
Python I Programming Honors,66,9,Text Files,3,CodeHS 15.3,0,,2024-12-06,20240826,Fall 2024
Python I Programming Honors,67,9,Text Files,4,CodeHS 15.4,0,,2024-12-09,20240826,Fall 2024
Python I Programming Honors,68,9,Text Files,5,CodeHS 15.5,0,,2024-12-10,20240826,Fall 2024
Python I Programming Honors,69,9,Text Files,6,CodeHS 15.6,0,,2024-12-11,20240826,Fall 2024
Python I Programming Honors,70,9,Text Files,7,CodeHS 15.7,0,,2024-12-12,20240826,Fall 2024
Python I Programming Honors,71,9,Text Files,8,Unit 9 Test,0,,2024-12-13,20240826,Fall 2024
Python I Programming Honors,72,10,PCEP Preparation and Exam,1,Practice with Dictionaries,0,,2024-12-16,20240826,Fall 2024
Python I Programming Honors,73,10,PCEP Preparation and Exam,2,Practice with List Comprehensions,0,,2024-12-17,20240826,Fall 2024
Python I Programming Honors,74,10,PCEP Preparation and Exam,3,Practice with Loops Functions and Error Handling,0,,2024-12-18,20240826,Fall 2024
Python I Programming Honors,75,10,PCEP Preparation and Exam,4,PCEP Attempt #1,0,,2024-12-19,20240826,Fall 2024
Python I Programming Honors,76,10,PCEP Preparation and Exam,5,PCEP Attempt #1 Debrief,0,,2024-12-20,20240826,Fall 2024
Python I Programming Honors,77,10,PCEP Preparation and Exam,6,,0,,2025-01-06,20240826,Fall 2024
Python I Programming Honors,78,10,PCEP Preparation and Exam,7,,0,,2025-01-07,20240826,Fall 2024
Python I Programming Honors,79,10,PCEP Preparation and Exam,8,,0,,2025-01-08,20240826,Fall 2024
Python I Programming Honors,80,10,PCEP Preparation and Exam,9,,0,,2025-01-09,20240826,Fall 2024
Python I Programming Honors,81,10,PCEP Preparation and Exam,10,,0,,2025-01-10,20240826,Fall 2024
Python I Programming Honors,82,10,PCEP Preparation and Exam,11,,0,,2025-01-13,20240826,Fall 2024
Python I Programming Honors,83,10,PCEP Preparation and Exam,12,,0,,2025-01-14,20240826,Fall 2024
Python I Programming Honors,84,10,PCEP Preparation and Exam,13,,0,,2025-01-15,20240826,Fall 2024
Python I Programming Honors,85,10,PCEP Preparation and Exam,14,,0,,2025-01-16,20240826,Fall 2024
Python I Programming Honors,86,10,PCEP Preparation and Exam,15,,0,,2025-01-17,20240826,Fall 2024
Python I Programming Honors,87,10,PCEP Preparation and Exam,16,,0,,2025-01-21,20240826,Fall 2024
Python I Programming Honors,88,10,PCEP Preparation and Exam,17,,0,,2025-01-22,20240826,Fall 2024
Python I Programming Honors,89,10,PCEP Preparation and Exam,18,,0,,2025-01-23,20240826,Fall 2024
Python II Programming Honors,1,0,Setup and intros,1,,0,,2024-08-26,20240826,Fall 2024
Python II Programming Honors,2,0,Setup and intros,2,,0,,2024-08-27,20240826,Fall 2024
Python II Programming Honors,3,0,Setup and intros,3,,0,,2024-08-28,20240826,Fall 2024
Python II Programming Honors,4,1,Python Fundamentals Review,1,,0,,2024-08-29,20240826,Fall 2024
Python II Programming Honors,5,1,Python Fundamentals Review,2,,0,,2024-08-30,20240826,Fall 2024
Python II Programming Honors,6,1,Python Fundamentals Review,3,,0,,2024-09-03,20240826,Fall 2024
Python II Programming Honors,7,1,Python Fundamentals Review,4,,0,,2024-09-04,20240826,Fall 2024
Python II Programming Honors,8,1,Python Fundamentals Review,5,,0,,2024-09-05,20240826,Fall 2024
Python II Programming Honors,9,2,More advanced Python,1,,1,Apply advanced Python concepts.,2024-09-06,20240826,Fall 2024
Python II Programming Honors,10,2,More advanced Python,2,,1,Apply advanced Python concepts.,2024-09-09,20240826,Fall 2024
Python II Programming Honors,11,2,More advanced Python,3,,1,Apply advanced Python concepts.,2024-09-10,20240826,Fall 2024
Python II Programming Honors,12,2,More advanced Python,4,,1,Apply advanced Python concepts.,2024-09-11,20240826,Fall 2024
Python II Programming Honors,13,2,More advanced Python,5,,1,Apply advanced Python concepts.,2024-09-12,20240826,Fall 2024
Python II Programming Honors,14,2,More advanced Python,6,,1,Apply advanced Python concepts.,2024-09-13,20240826,Fall 2024
Python II Programming Honors,15,2,More advanced Python,7,,1,Apply advanced Python concepts.,2024-09-16,20240826,Fall 2024
Python II Programming Honors,16,2,More advanced Python,8,,1,Apply advanced Python concepts.,2024-09-17,20240826,Fall 2024
Python II Programming Honors,17,3,Python CLI,1,,2,Apply command line interface and operation.,2024-09-18,20240826,Fall 2024
Python II Programming Honors,18,3,Python CLI,2,,2,Apply command line interface and operation.,2024-09-19,20240826,Fall 2024
Python II Programming Honors,19,3,Python CLI,3,,2,Apply command line interface and operation.,2024-09-20,20240826,Fall 2024
Python II Programming Honors,20,3,Python CLI,4,,2,Apply command line interface and operation.,2024-09-23,20240826,Fall 2024
Python II Programming Honors,21,4,File I/O and SQL,1,,3,Apply input/ouput operations with files and databases.,2024-09-24,20240826,Fall 2024
Python II Programming Honors,22,4,File I/O and SQL,2,,3,Apply input/ouput operations with files and databases.,2024-09-25,20240826,Fall 2024
Python II Programming Honors,23,4,File I/O and SQL,3,,3,Apply input/ouput operations with files and databases.,2024-09-26,20240826,Fall 2024
Python II Programming Honors,24,4,File I/O and SQL,4,,3,Apply input/ouput operations with files and databases.,2024-09-27,20240826,Fall 2024
Python II Programming Honors,25,4,File I/O and SQL,5,,3,Apply input/ouput operations with files and databases.,2024-09-30,20240826,Fall 2024
Python II Programming Honors,26,4,File I/O and SQL,6,,3,Apply input/ouput operations with files and databases.,2024-10-01,20240826,Fall 2024
Python II Programming Honors,27,4,File I/O and SQL,7,,3,Apply input/ouput operations with files and databases.,2024-10-02,20240826,Fall 2024
Python II Programming Honors,28,4,File I/O and SQL,8,,3,Apply input/ouput operations with files and databases.,2024-10-07,20240826,Fall 2024
Python II Programming Honors,29,4,File I/O and SQL,9,,3,Apply input/ouput operations with files and databases.,2024-10-08,20240826,Fall 2024
Python II Programming Honors,30,4,File I/O and SQL,10,,3,Apply input/ouput operations with files and databases.,2024-10-09,20240826,Fall 2024
Python II Programming Honors,31,5,"OOP, closures and generators",1,,4,Apply object oriented programming in Python.,2024-10-10,20240826,Fall 2024
Python II Programming Honors,32,5,"OOP, closures and generators",2,,4,Apply object oriented programming in Python.,2024-10-11,20240826,Fall 2024
Python II Programming Honors,33,5,"OOP, closures and generators",3,,4,Apply object oriented programming in Python.,2024-10-14,20240826,Fall 2024
Python II Programming Honors,34,5,"OOP, closures and generators",4,,4,Apply object oriented programming in Python.,2024-10-15,20240826,Fall 2024
Python II Programming Honors,35,5,"OOP, closures and generators",5,,4,Apply object oriented programming in Python.,2024-10-16,20240826,Fall 2024
Python II Programming Honors,36,5,"OOP, closures and generators",6,,4,Apply object oriented programming in Python.,2024-10-17,20240826,Fall 2024
Python II Programming Honors,37,5,"OOP, closures and generators",7,,4,Apply object oriented programming in Python.,2024-10-18,20240826,Fall 2024
Python II Programming Honors,38,5,"OOP, closures and generators",8,,4,Apply object oriented programming in Python.,2024-10-21,20240826,Fall 2024
Python II Programming Honors,39,-1,Midterm Review and exam,1,,0,,2024-10-22,20240826,Fall 2024
Python II Programming Honors,40,-1,Midterm Review and exam,2,,0,,2024-10-23,20240826,Fall 2024
Python II Programming Honors,41,-1,Midterm Review and exam,3,,0,,2024-10-24,20240826,Fall 2024
Python II Programming Honors,42,-1,Midterm Review and exam,4,,0,,2024-10-25,20240826,Fall 2024
Python II Programming Honors,43,-1,Midterm Review and exam,5,1st & 3rd Block Exams,0,,2024-10-28,20240826,Fall 2024
Python II Programming Honors,44,-1,Midterm Review and exam,6,2nd & 4th Block Exams,0,,2024-10-29,20240826,Fall 2024
Python II Programming Honors,45,-1,Midterm Review and exam,7,Makeup and remediation,0,,2024-10-30,20240826,Fall 2024
Python II Programming Honors,46,-1,Midterm Review and exam,8,Makeup and remediation,0,,2024-10-31,20240826,Fall 2024
Python II Programming Honors,47,-1,Midterm Review and exam,9,Makeup and remediation,0,,2024-11-01,20240826,Fall 2024
Python II Programming Honors,48,6,Data Science,1,,5,Apply data visualizations.,2024-11-06,20240826,Fall 2024
Python II Programming Honors,49,6,Data Science,2,,5,Apply data visualizations.,2024-11-07,20240826,Fall 2024
Python II Programming Honors,50,6,Data Science,3,,5,Apply data visualizations.,2024-11-08,20240826,Fall 2024
Python II Programming Honors,51,6,Data Science,4,,5,Apply data visualizations.,2024-11-12,20240826,Fall 2024
Python II Programming Honors,52,6,Data Science,5,,5,Apply data visualizations.,2024-11-13,20240826,Fall 2024
Python II Programming Honors,53,6,Data Science,6,,5,Apply data visualizations.,2024-11-14,20240826,Fall 2024
Python II Programming Honors,54,6,Data Science,7,,5,Apply data visualizations.,2024-11-15,20240826,Fall 2024
Python II Programming Honors,55,6,Data Science,8,,5,Apply data visualizations.,2024-11-18,20240826,Fall 2024
Python II Programming Honors,56,6,Data Science,9,,5,Apply data visualizations.,2024-11-19,20240826,Fall 2024
Python II Programming Honors,57,6,Data Science,10,Unit Project,5,Apply data visualizations.,2024-11-20,20240826,Fall 2024
Python II Programming Honors,58,6,Data Science,11,Unit Project,5,Apply data visualizations.,2024-11-21,20240826,Fall 2024
Python II Programming Honors,59,6,Data Science,12,Unit Project,5,Apply data visualizations.,2024-11-22,20240826,Fall 2024
Python II Programming Honors,60,7,IoT Programming,1,Finches: Setup and Lesson 1 from Finch curriculum,6,Apply Internet of Things (IoT) programs.,2024-11-25,20240826,Fall 2024
Python II Programming Honors,61,7,IoT Programming,2,Finches: Resume and Complete Lesson 1 from Finch curriculum,6,Apply Internet of Things (IoT) programs.,2024-11-26,20240826,Fall 2024
Python II Programming Honors,62,7,IoT Programming,3,Finches: Lessons 2 and 3 from Finch curriculum,6,Apply Internet of Things (IoT) programs.,2024-12-02,20240826,Fall 2024
Python II Programming Honors,63,7,IoT Programming,4,Finches: Lessons 4 and 5 from Finch curriculum,6,Apply Internet of Things (IoT) programs.,2024-12-03,20240826,Fall 2024
Python II Programming Honors,64,7,IoT Programming,5,Finches: Continue Lessons 4 and 5 from Finch curriculum,6,Apply Internet of Things (IoT) programs.,2024-12-04,20240826,Fall 2024
Python II Programming Honors,65,7,IoT Programming,6,Catch Up/PE2 Module 4 Quiz,6,Apply Internet of Things (IoT) programs.,2024-12-05,20240826,Fall 2024
Python II Programming Honors,66,7,IoT Programming,7,Unit Project/PE2 Module 4 Test,6,Apply Internet of Things (IoT) programs.,2024-12-06,20240826,Fall 2024
Python II Programming Honors,67,7,IoT Programming,8,Unit Project/PE2 Module 4 Test Day 2,6,Apply Internet of Things (IoT) programs.,2024-12-09,20240826,Fall 2024
Python II Programming Honors,68,8,Web Development,1,Web 101: Server and HTML,7,Create web applications using Python web frameworks.,2024-12-10,20240826,Fall 2024
Python II Programming Honors,69,8,Web Development,2,Adding CSS,7,Create web applications using Python web frameworks.,2024-12-11,20240826,Fall 2024
Python II Programming Honors,70,8,Web Development,3,More HTML + CSS,7,Create web applications using Python web frameworks.,2024-12-12,20240826,Fall 2024
Python II Programming Honors,71,9,Certification testing and extension,1,Practice with Dictionaries,0,,2024-12-13,20240826,Fall 2024
Python II Programming Honors,72,9,Certification testing and extension,2,Practice with List Comprehensions,0,,2024-12-16,20240826,Fall 2024
Python II Programming Honors,73,9,Certification testing and extension,3,Practice with Loops Functions and Error Handling,0,,2024-12-17,20240826,Fall 2024
Python II Programming Honors,74,9,Certification testing and extension,4,Practice with Loops Functions and Error Handling,0,,2024-12-18,20240826,Fall 2024
Python II Programming Honors,75,9,Certification testing and extension,5,PCEP Attempt #1,0,,2024-12-19,20240826,Fall 2024
Python II Programming Honors,76,9,Certification testing and extension,6,PCEP Attempt #1 Debrief,0,,2024-12-20,20240826,Fall 2024
Python II Programming Honors,77,8,Web Development,4,Django,7,Create web applications using Python web frameworks.,2025-01-06,20240826,Fall 2024
Python II Programming Honors,78,8,Web Development,5,Templating,7,Create web applications using Python web frameworks.,2025-01-07,20240826,Fall 2024
Python II Programming Honors,79,8,Web Development,6,Static Sites,7,Create web applications using Python web frameworks.,2025-01-08,20240826,Fall 2024
Python II Programming Honors,80,8,Web Development,7,SSR Sites 1,7,Create web applications using Python web frameworks.,2025-01-09,20240826,Fall 2024
Python II Programming Honors,81,8,Web Development,8,Work on Project,7,Create web applications using Python web frameworks.,2025-01-10,20240826,Fall 2024
Python II Programming Honors,82,8,Web Development,9,Work on Project,7,Create web applications using Python web frameworks.,2025-01-13,20240826,Fall 2024
Python II Programming Honors,83,8,Web Development,10,Present Projects,7,Create web applications using Python web frameworks.,2025-01-14,20240826,Fall 2024
Python II Programming Honors,84,10,Final Project,1,Work on final project,0,,2025-01-15,20240826,Fall 2024
Python II Programming Honors,85,10,Final Project,2,Work on final project,0,,2025-01-16,20240826,Fall 2024
Python II Programming Honors,86,10,Final Project,3,Work on final project,0,,2025-01-17,20240826,Fall 2024
Python II Programming Honors,87,10,Final Project,4,Work on final project,0,,2025-01-21,20240826,Fall 2024
Python II Programming Honors,88,10,Final Project,5,Final Project Presentations,0,,2025-01-22,20240826,Fall 2024
Python II Programming Honors,89,10,Final Project,6,Final Project Presentations,0,,2025-01-23,20240826,Fall 2024
